LEI;ISIN
213800REBFN6T3PU8L97;SE0013110186
815600FCE811AED89F43;IT0000240546
213800BBUUWVDH9YI827;GB0006928617
715K4H1JYF3O6JOK1411;US456829AA84
5493000CZJ19CK4P3G36;US55336V1008
5299000EPC47VJQOFB81;JP3164720009
2TGYMUGI08PO8X8L6150;US3703341046
549300EJG376EN5NQE29;US12664RAA05
5493002QQ7GD21OWF963;US008916AA61
GCT7RXJOGLXPV0NXZY22;US1273871087
315700I4J1M1NKGWWY89;CZ0009000246
549300UXRTWGIBZQ4J67;DE000UNSE026
969500ICGCY1PD6OT783;FR0000033219
9695004OAPTHOKN99645;FR0000039216
RIMU48P07456QXSO0R61;US652228AE73
5493006VM2LKUPSEDU20;GB00BMJ6DW54
213800KLMH5SP3247C87;US90265U1043
549300THL27ZX07M7876;US7842891001
549300DJYWYT5VXLFA46;US838518AA63
969500N2QX5LGFFZ0I67;FR0000060303
213800EKD193RVI9HL76;SE0001560830
2138003GUZRFIN3UT430;GB00B67G5X01
549300DDU6FDRBIELS05;US35137L1052
549300WH1375KZXLJ231;US91914J1025
DKOVQUCDW4ZLYCUD4T55;US5246601075
549300I7ROF15MAEVP56;US2810201077
9R1Z5I36FERIBVKW4P77;US8424002025
549300I1YSWNIRKBWP67;US92345Y1064
5493004MCF8JDC86VS77;US2944291051
549300LDT5AP8S0NBM78;CH0432492467
549300GTBVIBJRX5BW73;US84861TAA60
549300BMOJ05INE4YK86;US9290431074
549300GSODGFCDQ3DI89;JE00BJ1F3079
549300Q9ID4640FE0422;KY948596AJ03
1Z5XNJ6GMBVHFWE2W878;US502413AC10
549300UTE50ZMDBG8A20;US413875AF26
549300YNKSKNZFR8UC42;US30225V1070
549300GLKVIO8YRCYN02;US49338L1035
549300HVTWB0GJZ16V92;KYG8208B1014
549300CJMQNCA0U4TS33;FR0011981968
549300NYSIH10FPUO363;DE000A12B8Z4
YA13X31F3V31L8TMPR58;US28176E1082
2138004KW8BV57III342;FR0000130577
549300JE3W6CWY2NAN77;US14448C1045
549300ZLBKR8VSU25153;US68902V1070
5493002GJ0NJP1HI0C79;US25675T2069
724500M9BY5293JDF951;US62952QAA85
213800KYT12UFB2VE455;US91311QAB14
GKOMIK4RDJGHEF0VNP11;US8354951027
2138001S47XKWIB7TH90;GB00B7KR2P84
635400BR2ROC1FVEBQ56;IE0001151756
NQZVQT2P5IUF2PGA1Q48;US290876AD37
O7KLLUCLFHPD07BN2U20;US8723751009
4469000001BO4JEXZL32;US283837AA09
8WPYYMBQVCE82VPJZ873;US87656XAA90
549300DXY3G299V1BO77;US008513AA19
549300V9QSIG4WX4GJ96;CH0521333655
529900ERDFHS6C1M4U58;US25156PAA12
5493004Q6ZQIC4MCNJ08;CH0001751822
549300NNLSIMY6Z8OT86;US0185222017
529900LHT0GUDPEV3546;DE000VTG01V2
529900UIMQRKPFN6SV80;DE000TRAT0N7
5299003EYHISIDNLZQ19;US05526U1079
5299005CHJZ14D4FDJ62;DE000ENER6Y0
9598004BR8D81D3M1D64;ES0143416115
213800MY6QVH4FVLD628;GB0000455849
5299001BUUGXAREGE533;DE0005224901
549300OJ9VZHZRO6I137;US8923561067
549300D46DQVEU651W04;US3724601055
549300MSLO0DF0EMX355;US76169C1009
549300028US163ELJN70;US76169XAA28
549300TJR3PR8EXILG79;NO0010838899
529900O5RR7R39FRDM42;SE0000106270
2138008L3B3MCG1DFS50;US45262BAA17
724500FLODI49NSCIP70;NL0014559478
549300VSMO9KYQWDND94;US8793601050
549300PQE8D806LWQV52;US4198666038
549300LTH67W4GWMRF57;GB00BDCPN049
549300XDR86FY8OLGP97;AU000000WOR2
Y6ZDD9FP4P8JSSJMW954;US1011371077
254900YDV6SEQQPZVG24;US3737371050
XYSIJOU3HNVROZWNA008;US2575592033
FDX8H7EVT2UU4KZST276;US257561AU43
549300D3EOQ0YB6QHA13;US843830AA80
549300YN8N2R2PHNZO06;US84383QAA13
4L663LRNTBQ008OK2N07;GB00B1VGL993
2138002OEQ26GXTRQK15;US785203AA82
549300LLBYDSPBFN3474;US821266AB96
SVXBXGT1T3TVSGTEBZ26;US8202801051
JJ8FWOCWCV22X7GUPJ23;US4198701009
549300SCT0RG6178CI40;US82028K3095
XJI53DCPL7QABOWK4Z75;US0538071038
549300NEGJ5G23VCJM45;US03634M2089
549300Z01GJGM7D3HQ74;DK0010201102
5299006T5ULIIRZ7LK49;BMG524401079
3358003ZPPTGWT595J46;US6291391067
549300IF4IFG0FS0RM26;US00105D1054
5299006GD4UWSYZOKC28;DE000A0LD6E6
549300QNL40Z023HF633;US0726125000
549300D8GOWWH0SJB189;US19765AAA07
R0EVHK05K3F85LVM4R52;US6652622001
IXBXSCONLDQ1ZI73YU71;US105340AA12
5UZ46ZCYUFYYAC0DS831;US1053682035
549300YNNLBXT8N8R512;US0427351004
529900VSEKBY7TMPP349;CH0012142631
LYOM0B2GCF1JWXK5ZG04;US0010841023
Y7WHF83UZ55OTCFC0K67;US698455AB81
YPQVFCSQQEKN1UJABC15;US8440281009
RY1052DWLDPLDW74Y843;US29273RAA77
QUIX8Y7A2WP0XRMW7G29;US00846U1016
529900UCNQ5H9FSL0Y70;US00751Y1064
5493003969UNMW5KKH95;USU0079TAB53
5493004SE33MRLPB1W98;JP3663900003
549300TNWSVUE7GHI841;US7510281014
549300DEJZCPWA4HKM93;GB0003452173
549300MQ0F0TIIEK5592;US5260232054
253400JPTEEW143W3E47;US55315J1025
54930073LBBH6ZCBE225;US21702HAM16
254900Z26NS1YNY4MM48;US167885AA05
549300MVHZ20SBIOEQ79;US59284BAA61
H0TWO5VRNEP6CQAWPX27;US22003B1061
YY1J47X6LF9TYY8JY420;US22002T1088
335800FPDZ9MRSNO7N41;US67778L1026
549300KH0PNTJK9NTE57;US76132FAA57
549300CAAOUTT4QDOZ16;SI0031102153
549300OVTYLM7DH6CM14;US76131V1035
549300E2MI7NSZFQWS19;US8962391004
549300LJNVY5SW3VTN33;US189754AA23
529900WFAP4ROYDYS509;US81618TAA88
549300CJHBL7JBUA6503;US11120VAA17
5299007UXW6Y0W2EGZ95;US11120U1051
39RSBE4RCI4M15BLWH36;GB0008220112
8156003E34AD14118797;IT0004792799
529900M1O3AXRD4IBL13;BMG9880L1028
335800QOAXP5TM7OYP69;US00652M1027
969500BWNQ1B0PI06I59;FR0013144201
21380044BQ8812EEKT59;US6315122092
3358003B573EV4KB4Z02;US5598321009
4469000001BRXVIC3I64;US68619W1099
54930005LQRLI2UXRQ59;US648468AA41
549300ZMGDLC9JT2OR80;US716564AA72
529900VN62L73X2OJX85;AT0000A1YDK1
549300Z1XH47TTIIJS11;USP0161KDN02
549300PLH866JQ6LXE52;US00652XAA63
213800AQLATW4WEEH674;US90320NAA19
9695004GI61FHFFNRG61;FR0000051807
549300ZJUO7A58PNUW40;US02665T1088
5299006EQ03K3SSUYS12;DE000A36W435
549300BUDHS3LRWBE814;US9285631050
549300VBTI7WLU4G4642;US31446YAA01
549300LPG8W0H1OX3A26;VGG1890L1076
5493004DM8FGIY6QKF37;US6697451010
8DF36O58U3QIHUCGZB18;US57385LAA61
549300EVO6UZDGY05787;KYG7800X1079
Y7ET3D9SDOFUZ515FE28;US12673P1057
5299000DUMZ99SBBX121;AT0000A21KS2
549300E1NH9FOTLIFI22;ES0132580004
5493007LOTJ0I8E94R81;FR0013386257
549300ZPKZIG6DKDEC02;US63633D1046
549300U55W8QFK2YTK38;US31943BAJ98
529900IMXUCQKUL1H943;JP3967200001
635400Z5LQ5F9OLVT688;NL0013654783
5493006R4KC2OI5D3470;DK0061804697
335800AIC1B5EBFVUC38;US00654GAA13
2549001ACVFAZRNMKL32;KYG9830T1067
529900AGH8BSNXVZ3D52;US86772N1046
549300I45NRVEEN9M219;US75419T1034
549300WYW5D9I3FR0643;US3748251077
549300IULC8F8IGXKI15;SE0000825820
549300R0YQTCFHYAL481;US0453802011
549300FGFN7VOK8BZR03;GB00BMVP7Y09
SHVRXXEACT60MMH07S24;US74762E1029
3157000YTVO4TN65UM14;DE000A2YNQU1
254900VUZRGD5U73RE46;US5262501050
21380033K525E5JLIA77;KYG596691041
54930077YL0GMTEGZD16;FR0126585845
3003005VYMEBAJNJ2Y26;KYG9894K1085
213800BBQO965UPQ7J59;DE000A3H3LL2
549300FISLQ6CEFP1867;SE0001515552
549300WZ3ORQ2BVKBD96;US83088M1027
5493007EO7JOPWXHBJ27;DE0001559896
9695006LOD5B2D7Y0N70;FR0010908533
8ER8GIG7CSMVD8VUFE78;DE0005552004
549300ZM2QCFG22BOJ03;GB0006421902
5493009TD1CGVRZ27U11;US0321233092
8MCWUBXQ0WE04KMXBX50;US74834LAA89
549300HNGEIJRNKJGB32;US0253033064
549300GCEDD8YCF5WU84;US6153691059
L2TEUTQ8OSHMJWVLCE40;US87971MAC73
54930036C8MWP850MI84;US6558441084
5LADC78JBG2BMZD5XF57;US843646AA84
2549005ZC5RXAOO7FH41;US9802283088
549300IX8SD6XXD71I78;US2333311072
549300FV8X6UID6I1413;US8802771084
213800MJL6IPZS3ASA11;GB00B1WY2338
PBBKGKLRK5S5C0Y4T545;US8168511090
3LB2NG8VUULSCV2NO430;US4783661071
549300TOGR54OMW2T093;US1263963084
549300MIDJNNTH068E74;US12626K2033
5493001I9203PRB5KR45;US05534B1411
ZZCDRYVS1AZHZMHCT108;US1473391050
549300O4AF0C816ILN62;US40049J1079
549300WSX3VBUFFJOO66;GB00B2B0DG97
549300PVHXUFEIE6LY50;US29244T1016
724500TEM53I0U077B74;NL0000395903
549300EA7I6T15IBYS12;US49446QAA94
HKUPACFHSSASQK8HLS17;US6819191064
213800KEFVA3POCABA12;GB0008267675
5493000C8J3C3SZYS040;US74973Y1038
WS423EPRKJIIJUITXD73;US8751272019
724500K5PTPSST86UQ23;NL0000009165
549300WEH5R2OODI7Y90;BMG162521014
5299009MPI9B60VN4P25;KYG8878S1030
QTX3D84DZDD5JYOCYH15;US64110D1046
529900TFRLG8UDJ7QA89;US16944S1033
529900E66UJ2DWY7KW55;US16948J2087
635400TLVVBNXLFHWC59;IE0004906560
969500UDH342QLTE1M42;FR0000035081
635400P3TGLJF1AFMH90;SE0010599001
549300EJG9IEYQL5XT21;US8865471085
549300EYGHO5EZE7RL80;US3381351069
254900NAOGHJ88RZ4C73;US4234521015
213800LAZNPXSBKVHR17;AU000000S320
254900BX211RVPV37P96;KYG8972T1067
549300PDNGPM4PIAUK57;FR0127494468
549300YM5CWCAUVOPB53;US29278D1054
5493002ENHZ6NYET7405;NL0012059018
549300G8E6YUVJ1DA153;SE0009922156
549300DCNKR5T2UFCS98;LT0000128571
5493005RZJHJT5PNHY10;LT0000115768
391200ZJVS8OSFDIVL50;AT0000A23KB4
213800Q1Q9DV4L78UM09;GB00B0744B38
529900WNWN5L0OVDHA79;US12541W2098
2138003A7ZEU931DZL61;US314890AA22
213800DU1LGY3R2S2X42;JE00BJVNSS43
5493001EZOOA66PTBR68;FR0000051732
549300TAT2TADBW0WR70;AT0000A24UY3
549300OHQRG2HN8LZ793;US1938704095
5493004Q73OEYW1SPE91;SE0015658109
549300EFW4H2TCZ71055;CH0013841017
96950067NFR9MWI0CJ45;FR0013457967
5299000Y52IFDI1I2A21;JP3201200007
BC95Y6MXLT75BGO7UM71;US27409LAA17
549300HJTQM36M0E1G39;US81762P1021
549300RCBFWIRX3HYQ56;US75886F1075
549300BILWQVIFCJ0C57;US92529T2042
213800ZTMDN8S67S1H61;GB0009223206
2138005RN5XYLTF8G138;GB00B8C3BL03
64883LC3F12690GATG87;LV0000802528
549300O0QJWDBAS0QX03;US34959E1091
969500UIC89GT3UL7L24;FR0000073272
353800MV866ELME96Q46;JP3522200009
54930001WYSBMHJC4N02;US5520741068
549300Y5FGBY7PYGGD87;US2653386084
5493000N7GI208ZH7W04;US2964751067
549300X5X81JXQ093E23;US292680AA32
549300G9L0I436CFM593;US574754AB33
549300O31KW64UQCQ083;US52109AAA60
549300G2PN0SHN88OI47;US91733W1027
549300LQHH5G4WPME241;US19075F1066
549300BTNS7MHSHRLR55;US247907AA66
549300XC9E3MQMOFK383;US14888TAA25
549300OH357IWRZ8NR05;US39304K1060
549300G6VDK9G8276661;US15643U1043
1T0CVCA0N2F5A46RN272;US60467MAA99
549300VXED5TMJSBCI17;US64022M1018
8TDNUQ07MEFMWW1VHP39;USU7083NAA91
549300T9QN1134QR7185;KYG9325C1050
549300MWTY75LB8TRO50;US1251371092
549300YJ5O8IY0BXIH40;US53218MAA62
549300KUORLPHC2BU047;US87266LAA70
335800XO19WYIUZC9H61;US36118EAA01
549300QMH21TNIIJ0F25;US02554F3001
549300K0CQDN6T7HLO50;US0556391086
2549005JLIWQ6B7VNR38;US1550381024
5493003WEAK2PJ5WS063;US1468691027
5493005UBQWZE1QRTL67;US4711721062
549300DLH3870U40O091;US714048AA32
